Study	id	c_num	i_num	c_mean	c_sd	c_sem	i_mean	i_sd	i_sem
Wang(2019)	Wang(2019)_EA	7	7	379.2857143	47.97122153		366.1428571	36.73068005	
Wei(2019)	Wei(2019)_EA	12	13	305.4245283	93.95558626	27.12264151	311.3207547	59.52561068	16.50943396
Wei(2019)	Wei(2019)_MOX	12	12	305.4245283	93.95558626	27.12264151	332.5471698	114.3807137	33.01886792
