Study	id	c_num	i_num	c_mean	c_sd	c_sem	i_mean	i_sd	i_sem
Wang(2018)	Wang(2018)_EA	11	10	0.000005			0.000073		
Liu(2020)	Liu(2020)_EA	6	6	20.65	14.54996907	5.94	42.6	35.81154004	14.62
Xie(2020)	Xie(2020)_EA1	6	6	17.84946237	3.870967742		0.1123595506	0.3370786517	
Xie(2020)	Xie(2020)_EA2	6	6	17.84946237	3.870967742		2.02247191	1.123595506	
Xu(2020)	Xu(2020)_MA	10	10	3.538175047			0.558659218		
Wang(2021)	Wang(2021)_EA	29	29	1.567398119			0.626959248		
