Study	id	c_num	i_num	c_mean	c_sd	c_sem	i_mean	i_sd	i_sem
Wang(2018)	Wang(2018)_MOX	11	11	0.001442			0.002395		
Wang(2018)	Wang(2018)_EA	11	10	0.001442			0.003147		
Wang(2019)	Wang(2019)_EA	7	7	0.9523809524	2.285714286		0.9523809524	1.904761905	
Chen(2020)	Chen(2020)_MOX	9	9	1.935483871			3.225806452		
Wang(2021)	Wang(2021)_EA	29	29	5.172413793			4.07523511		
